Product Name,Price(£),Brand,Reviews,Rating,Monthly Sale,Daily Sale,Monthly Revenue,Date First Available,Category,Fees,Seller Type,Number of Sellers,Dimension,Weight
"Hydrometer (Stevenson-Reeves) for Wine & Beer Homebrew Home Brew Homemade
B005LVQA1G",£5.50,Bigger Jugs,589,4.5,297,9,"£1,634",03/04/2021,Home & Kitchen,£1.89,FBA,4,2.2cm × 23.4cm × 2.1cm,0.03 kg
"100 CLEAR TRANSPARENT PLASTIC SELF SEAL GARMENT CLOTHING RETAIL PACKAGING BAGS WITH SAFETY WARNING - LARGE SIZE 14 x 17"" 350 x 425mm
B01KPAMW5U",£8.99,UKPS,272,4.7,343,11,"£3,084",08/19/2016,DIY & Tools,£3.28,FBM,1,23.8cm × 36.3cm × 3.4cm,0.79 kg
"PH Meter, Digital PH Meter, PH Meter for Water, PH Meter 0.01 PH High Accuracy Water Quality Tester with 0-14 PH Measurement Range, Suitable for Household Drinking Water, Aquarium, Swimming Pool, Spa
B08R8FHVGN",£12.99,LIUNOVIP,"1,589",4.6,472,10,"£6,131",12/24/2020,Home & Kitchen,£4.2,FBA,5,5.9cm × 3.3cm × 17.7cm,0.11 kg
"PARKER QUINK Ink Bottle, Black, 57 ml
B01GPM3VJ8",£5.15,PARKER,"6,162",4.7,"2,152",67,"£11,083",06/07/2016,Stationery & Office Supplies,£3,AMZ,17,6.8cm × 3.6cm × 6.8cm,0.18 kg
"[Novelty Place] Guzzler Drinking Helmet - Can Holder Drinker Hat Cap with Straw for Beer and Soda - Party Fun - Red
B01KHOQ26Y",£16.95,Novelty Place,264,4.1,239,7,"£4,051",12/08/2015,Toys & Games,£4.77,FBA,1,23.1cm × 23.6cm × 15.0cm,1.32 kg
"Everbuild 2SWELDBK Silweld Silicone Self Fusing Tape, Black, 3m
B007554ZI6",£6.99,Everbuild,"1,545",4.2,474,11,"£3,313",02/03/2012,DIY & Tools,£3.07,FBM,26,10.2cm × 16.5cm × 3.6cm,0.02 kg
"Vax 1-9-142404 Platinum Antibacterial Carpet Cleaner Solution, 1.5 L
B08XJTKX6Y",£24.99,Vax,85,4.7,"1,028",39,"£25,690",02/25/2021,Home & Kitchen,£6,AMZ,3,9.0cm × 25.0cm × 21.0cm,1.68 kg
"E-Cloth Glass & Polishing Cloth, Microfiber, Assorted Colors, 4 Pack
B01KNWSVKA",£12.05,E-Cloth,871,4.7,"1,799",46,"£21,678",04/09/2019,Home & Kitchen,£4.05,AMZ,13,15.6cm × 19.3cm × 3.0cm,0.2 kg
"Rose Gold Balloon Metallic Balloons 100 PCS 10 Inch Rose Gold Latex Balloons for Birthday Engagement Wedding Baby Shower Festival Party Decorations Rose Gold with Balloon Knotter EXGOX
B092Z5WKK9",£8.99,EXGOX,19,4,"1,501",78,"£13,494",04/18/2021,Home & Kitchen,£2.76,FBA,2,7.6cm × 0.8cm × 12.7cm,0.06 kg
"Pyrex Mixing Glass Bowl, 3.0L 181B000
B00JF32LE6",£8.97,Pyrex,430,4.8,517,20,"£4,637",04/02/2014,Home & Kitchen,£3.55,FBM,13,23.7cm × 31.0cm × 19.8cm,1.31 kg
"Hob Brite Original Ceramic, Electric, Halogen and Induction Hob Cream Cleaner (300ml, Pack of 2)
B01DDWAJPW",£5.50,Hob Brite,"1,286",4.5,"1,285",42,"£7,068",03/24/2016,Grocery,£1.89,FBM,27,1.6cm × 0.5cm × 7.5cm,0.1 kg
"Coloured Tissue Paper, CASPLUS 50 Sheets 10 Colours 50x37cm Wrap Wrapping Paper Sheets Perfect for Kids DIY Crafts Flower Pom Pom Birthday Wedding Christmas Decoration
B091YHCZWH",£4.59,CASPLUS,3,4.3,240,16,"£1,102",04/07/2021,Home & Kitchen,£1.75,FBA,1,19.7cm × 26.3cm × 1.3cm,0.18 kg
"Leffe Verre à Bière 33cl Officiel
B07HQSMXYS",£9.49,Leffe,325,4.7,405,4,"£3,843",10/27/2020,Home & Kitchen,£3.63,FBM,3,12.2cm × 24.2cm × 10.0cm,0.28 kg
"Heavy Duty Kitchen Scissors, Sharp Kitchen Scissors Multipurpose Utility Stainless Steel Scissor, Kitchen Shears for Chicken, Poultry, Fish, Meat, Vegetables, Herbs, BBQ, Bones, Flowers, Nuts
B07X97H176",£9.89,Anecity,"5,285",4.6,"2,903",130,"£28,711",08/30/2019,Home & Kitchen,£2.56,FBA,2,10.0cm × 21.4cm × 2.2cm,0.11 kg
"Origami Paper - 200 Sheets Origami Set for Kids Double Sided Origami Squares in Vivid Colors 6 Inch Easy Fold Origami Papers for Arts & Crafts - 20 Vivid Colors
B08Z42XP69",£5.99,MOEUI,5,4.7,537,23,"£3,217",03/16/2021,Stationery & Office Supplies,£1.97,FBA,1,15.4cm × 16.1cm × 2.1cm,0.29 kg
"Swan Portable Garment Steamer, Lightweight, Jet Steam, Cloth Friendly Ceramic Coated Steam Panel, Removes Bacteria and Odours, 1500W, 300ml Water Tank, 25 g Steam Rate, SI12022N
B08B8XQG8B",£29.99,Swan,430,4.2,555,13,"£16,644",06/16/2020,Home & Kitchen,£6.77,FBM,2,14.4cm × 30.2cm × 15.7cm,1.2 kg
"Whitefurze Square Cake Box, Plastic, White
B00YJ8LUYO",£8.00,Whitefurze,"1,166",4.6,600,25,"£4,800",05/30/2015,Home & Kitchen,£3.4,FBM,43,33.0cm × 41.0cm × 18.1cm,0.8 kg
"Paper Projects 01.70.22.021 Paw Patrol Mega Sticker Pack, 29.7cm x 21cm
B08F7R61PV",£2.75,Paper Projects,210,4.7,887,35,"£2,439",08/04/2020,Toys & Games,£2.6,AMZ,4,21.5cm × 0.2cm × 35.0cm,0.02 kg
"Double Oven Glove Curious Dogs
B08HJCKR7D",£6.97,Cooksmart,119,4.5,368,13,"£2,565",09/04/2020,Home & Kitchen,£3.28,FBA,5,20.0cm × 29.2cm × 4.0cm,0.2 kg
"Plain Extra Wide 100% Cotton Fabric for Dressmaking, Sewing, Quilting | 57"" / 144cm Wide by SAMASIA (White, 1 Metre)
B092S3YNMG",£4.99,SAMASIA,20,4.8,297,14,"£1,482",04/16/2021,Home & Kitchen,£2.94,FBA,1,24.4cm × 25.7cm × 1.6cm,0.18 kg
"Unique Party 84915 Number Latex Balloons-12 | Rosegold | 6 Pcs, Rose Gold, Age 18
B07TVTMZL9",£2.05,Unique Party,524,4.7,231,7,£474,07/05/2019,Home & Kitchen,£1.69,FBM,19,8.2cm × 10.2cm × 1.0cm,0.02 kg
"Satya Nag Champa Lavender Incense Sticks - 3 Packs
B06WGRD4F2",£2.44,Satya,524,4.5,454,19,"£1,108",02/16/2017,Home & Kitchen,£2.58,FBA,4,19.1cm × 26.5cm × 2.5cm,0.1 kg
"Portable Hands Free Neck Fan, 360° Lazy Neckband Fan 48 Surround Air Outlets USB Rechargeable Hanging Personal Fan 3 Wind Speeds Silent, Bladeless Necklace Fan for Outdoor Home Sports Travel
B08FC8N6XY",£17.38,Huemny,153,4.5,"1,165",10,"£20,248",08/11/2020,Home & Kitchen,£4.84,FBM,6,18.4cm × 26.0cm × 6.7cm,0.4 kg
"Silicone Pastry Brush Basting Brush Set,Yiouou 7"" & 8""Heat Resistant Oil Brush for Cooking Kitchen Baking Barbecue BBQ Grilling Meat,2 Pcs
B08XPRMPRW",£3.98,Yiouou,120,4.4,672,20,"£2,675",02/28/2021,Home & Kitchen,£1.66,FBA,1,18.0cm × 1.0cm × 26.0cm,0.04 kg
"Tassimo Bosch Suny 'Special Edition' TAS3102GB Coffee Machine,1300 Watt, 0.8 Litre – Black
B081CYDZC1",£39.99,Tassimo,"3,192",4.7,"3,906",99,"£156,201",11/12/2019,Home & Kitchen,£8.3,AMZ,18,33.0cm × 38.7cm × 20.5cm,2.65 kg
"Unique Party 50258 - Plastic Baby Blue Polka Dot Tablecloth, 9ft x 4.5ft
B00TTXNT48",£2.40,Unique Party,469,4.5,"1,236",16,"£2,966",02/20/2015,Toys & Games,£2.55,FBM,8,17.9cm × 34.9cm × 1.1cm,0.13 kg
"Salter Digital Seen on TV, Stylish Slim Design Electronic Cooking Scale for Home + Kitchen, Weigh Food 5000g Liquids in ml and fl. Oz. – Black, Chrome
B000ZNM51O",£14.72,Salter,"18,475",4.6,"7,987",224,"£117,569",02/01/2007,Home & Kitchen,£4.43,AMZ,13,21.3cm × 32.1cm × 5.7cm,0.69 kg
"DRESSMAKING SCISSORS 9 INCH by Korbond – Soft Grip Professional Scissors, Household Scissors, Fabric Scissors, Paper Scissors. AMBIDEXTROUS – For Right & Left Handed
B004NEQBY8",£5.21,Korbond,"2,236",4.7,998,37,"£5,200",02/11/2011,Home & Kitchen,£1.85,FBM,2,6.0cm × 24.5cm × 0.0cm,0.16 kg
"NEOM Perfect Night's Sleep Scented Candle
B00LC6BXM0",£16.00,,852,4.5,"1,105",45,"£17,680",06/27/2014,Home & Kitchen,£4.63,AMZ,3,7.5cm × 7.6cm × 5.5cm,0.22 kg
"Set of 4 Cereal Containers | Airtight Food Storage | Kitchen Accessories | Easy Pour Lid | Labels & Pen Included | Pukkr
B07Y1YPCWW",£17.99,Pukkr,923,4.8,213,6,"£3,832",06/08/2020,Home & Kitchen,£4.93,FBM,1,26.1cm × 44.2cm × 12.1cm,1.58 kg
"Prodine Dough Scraper Pack of 2 Dual Sided, Flexible and Food Grade Plastic Bowl Scraper for Bread, Pizza, Pastry with Measurements – Cream Smoother for Bakers - Green & White
B08R452BHT",£3.99,Prodine,17,4.7,231,7,£922,12/29/2020,Home & Kitchen,£1.99,FBA,1,11.3cm × 11.7cm × 0.7cm,0.04 kg
"Ascher 200 gram Portable Digital Pocket Scale with Back-lit LCD Display 200x0.01 gram Black
B01FQHE25U",£8.99,Ascher,"7,816",4.6,"3,096",104,"£27,833",06/18/2016,Home & Kitchen,£3.59,FBA,2,12.8cm × 16.2cm × 2.7cm,0.14 kg
"Blackmoor Sauce Pans/Black Coloured/Non-Stick/Cool Touch Handles/Suitable for Induction, Electric and Gas Hobs (Black, 18cm Sauce Pan)
B07JYGMG38",£12.99,Blackmoor,474,4.6,483,10,"£6,274",10/29/2018,Home & Kitchen,£4.17,FBA,6,20.0cm × 35.4cm × 11.0cm,1 kg
"LED Strip Lights with Remote, ECOLOR 5M Cuttable Colour Changing LED Lights Strip for Bedroom Kitchen DIY Wall Ceiling Bar and Party Decoration, Led Room Light RGB Strip with Adapter and Plug（16.4 ft)
B08ZCZ12V8",£14.99,ECOLOR,41,4.9,366,9,"£5,486",03/18/2021,Lighting,£4.47,FBA,2,13.3cm × 14.1cm × 6.9cm,0.31 kg
"Aonewoe 2Pack Artificial Eucalyptus Vine with Baby's Breath Flowers 6.2FT Fake Silk Eucalyptus Leaves Greenery Garland Hanging Plants Vine for Wedding Backdrop Arch Party Table Wall Decoration
B08DJBCBLD",£12.99,Aonewoe,18,4.8,197,8,"£2,559",07/23/2020,Home & Kitchen,£4.17,FBA,1,29.5cm × 37.6cm × 9.0cm,0.29 kg
"BONTEC Dual Monitor Stand for 13-27 inch LCD LED PC Screens, Ergonomic Double Monitor Mount Stands for Desks, Height Adjustable Dual Monitor Arm Bracket Tilt 90° Swivel 180° Rotate 360°, VESA 75/100
B01MR397OH",£29.99,BONTEC,"5,654",4.6,"3,327",125,"£99,777",01/06/2017,Computers & Accessories,£6.77,AMZ,9,15.0cm × 45.0cm × 14.2cm,4.32 kg
"Unique Party 83398 Polka Dots 30th Birthday Latex Balloons, 12"" | Assorted | 6 Pcs, Blue, Age 30
B07MXVCPBZ",£2.46,Unique Party,168,4.7,193,8,£481,07/05/2019,Home & Kitchen,£0.98,AMZ,12,14.0cm × 0.3cm × 17.8cm,0.02 kg
"Baby Girl wooden Memories Keepsake Box Vintage Style
B01HLE63L2",£11.99,Always Present,"1,639",4.7,945,21,"£11,331",06/26/2016,Home & Kitchen,£4.01,FBA,7,17.0cm × 8.0cm × 17.8cm,0.5 kg
"Tala Jam Straining Set
B002BX4ER4",£5.93,Tala,"1,060",4.5,232,16,"£1,376",06/02/2009,Home & Kitchen,£2.42,AMZ,23,31.6cm × 2.0cm × 16.4cm,0.28 kg
