"Export date: 7/10/2021, 12:05:12 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","Korbond 7.4m Roller Clothes Furniture And Carpet. Removes Lint Dust Pet Hair and Fluff 49 Sticky Pre-Cut Paper Sheets","Korbond","2.00","8034","249","16068","06/23/2014","-0.49","5215","4.6","2.49","60","Home & Kitchen","B00L45NB3I","https://www.amazon.co.uk/Korbond-Clothes-Furniture-Carpet-Removes/dp/B00L45NB3I/ref=sr_1_88?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-88"
"","","12","Minky TT78790300 M Cloth Anti-Bacterial Cleaning Pad 3 Pack - Grey Pink Green","Minky","5.89","2217","83","13058","04/11/2019","3.94","5144","4.7","1.95","538","Home & Kitchen","B07QQBHTT4","https://www.amazon.co.uk/Minky-Cloth-Pack-Anti-bacterial-Cleaning/dp/B07QQBHTT4/ref=sr_1_89?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-89"
"","","13","Tech Traders New Stainless Steel Fruit Pineapple Slicer","Tech Traders","6.49","579","12","3758","12/28/2016","3.32","1655","4.6","3.17","9683","Home & Kitchen","B01NBP7B33","https://www.amazon.co.uk/Tech-Traders-Stainless-Pineapple-Slicer/dp/B01NBP7B33/ref=sr_1_293?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857475&s=kitchen&sr=1-293"
"","","14","Unibond Grout Reviver Pen White Grout Pen for Restoring Bathroom Grout Joints Easy to Use Tile Grout Pen Grout Whitener for Restoring Discoloured & Faded Joints 1x7 ml","Unibond","4.00","678","22","2712","07/13/2014","2.34","12094","4.1","1.66","","","B00LRAA86I","https://www.amazon.co.uk/UniBond-Reviver-Anti-mould-bathroom-kitchen/dp/B00LRAA86I/ref=sr_1_90?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-90"
"","","15","136PCS Retro Pink Rose Gold Metallic Balloon Arch Garland Kit Girls Birthday Ballon Arch Maker Kit Pink Rose Gold Balloons for Baby Bridal Shower Birthday Wedding Party Decorations for Girls Women","Haigo","16.99","258","8","4383","05/14/2021","13.34","0","","3.65","5960","Toys & Games","B094XV3NHY","https://www.amazon.co.uk/dp/B094XV3NHY"
"","","16","Baseboard Cleaner  Premium Skirting Baseboard Cleaning Tool with 2 Cleaning Pads and Instructions - Mop Board Cleaning Tool with Telescopic Handle and 360-degree Swivel Action  Dry and Wet Use","Purple Bubble","12.99","378","12","4910","05/27/2021","8.82","4","1","4.17","7830","Home & Kitchen","B09615PBW8","https://www.amazon.co.uk/dp/B09615PBW8"
"","","17","White Cake Boxes - 10'' Square (254mm sq.) (Pack of 5)","Culpitt","7.29","938","31","6838","03/08/2018","3.99","854","4.7","3.3","2151","Home & Kitchen","B07BB5364V","https://www.amazon.co.uk/dp/B07BB5364V"
"","","18","Tebrun 250x Hair Beads for Braids Pony Beads Bracelet Beads for Crafting Beads for Jewellery Making Kids Beads for Kids Small Beads Beads for Hair Braiding Plastic Beads Kandi Beads Set.","Tebrun","2.79","750","24","2093","03/25/2021","0.15","57","3.5","2.64","3828","Home & Kitchen","B0914Y9V6R","https://www.amazon.co.uk/Tebrun-Bracelet-Crafting-Jewellery-Braiding/dp/B0914Y9V6R/ref=sr_1_298?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857475&s=kitchen&sr=1-298"
"","","19","120 Pieces Cocktail Party DecorationsPaper Umbrella Sticks for Drinks Wedding Summer Party Food Drink Decorations Cocktail AccessoriesMixed Color","THT","11.99","566","18","6786","03/30/2021","7.95","10","4.9","4.04","3174","Home & Kitchen","B091CBBVJV","https://www.amazon.co.uk/dp/B091CBBVJV"
"","","20","Minky SureGrip Pegs Assorted color Pack of 24","Minky","4.00","545","18","2180","08/05/2013","1.18","3420","4.8","2.82","2543","Home & Kitchen","B00F4UE1NI","https://www.amazon.co.uk/dp/B00F4UE1NI"
"","","21","Pipishell Bamboo Breakfast Tray Bed Tray with Folding Legs Breakfast Tray for Bed Eating Sofa Working Adjustable Table Tray Used as Desk Snack Tray-2 Pack","Pipishell","22.99","188","7","4322","05/19/2020","17.29","1697","4.3","5.7","19649","Home & Kitchen","B088TSH16P","https://www.amazon.co.uk/Pipishell-Foldable-Breakfast-Handles-Couples/dp/B088TSH16P/ref=sr_1_304?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857475&s=kitchen&sr=1-304"
"","","22","Bostik Extra Strength Sticki Dots 10mm Pack of 64 - Color: Clear","Bostik","2.26","801","26","1810","09/17/2020","1.31","2047","4.3","0.95","2040","Home & Kitchen","B01H2T5ENE","https://www.amazon.co.uk/dp/B01H2T5ENE"
"","","23","Essential Oil Diffuser Remote Control Ultrasonic Aroma Diffuser Essential Oils Whisper Quiet Mist Humidifiers with 7 Color Lamps and Waterless Auto Shut-Off","Diffuserlove","29.99","347","17","10407","02/01/2021","23.22","45","4.5","6.77","4619","Health & Personal Care","B08TWDSXDC","https://www.amazon.co.uk/Essential-Diffuser-Ultrasonic-Humidifiers-Waterless/dp/B08TWDSXDC/ref=sr_1_306?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857475&s=kitchen&sr=1-306"
"","","24","Balloon Garland Kit Arch MMTX 106pcs Pink Balloon Arch Kit Gold Balloons white Orange Balloons for Girls Birthday Party Bridal Baby Shower Wedding Party Decorations","MMTX","12.69","523","24","6637","05/07/2021","8.57","5","3.7","4.12","1833","Toys & Games","B093H3V25P","https://www.amazon.co.uk/Balloon-MMTX-Balloons-Birthday-Decorations/dp/B093H3V25P/ref=sr_1_307?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857475&s=kitchen&sr=1-307"
