"Export date: 7/10/2021, 12:26:55 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","Superior Glass Oil Bottle Drizzler 500ml (2-Pack) Modern Olive Oil Dispenser Bottles for Cooking - Wide Opening for Easy Refill & Cleaning - Lead-Free Glass Oil and Vinegar bottle BPA-Free Cruet Set","FineDine","11.04","1451","72","16019","07/22/2019","7.17","6394","4.6","3.87","691","Home & Kitchen","B07VHFQVTF","https://www.amazon.co.uk/Superior-Vinegar-Dispenser-Opening-Cleaning/dp/B07VHFQVTF/ref=sr_1_557?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-557"
"","","12","Blue Spot 19852 Assorted Sandpaper (10 Pieces)","Blue Spot Tools","2.22","1061","38","2355","02/17/2012","-0.23","651","4.2","2.45","955","DIY & Tools","B004MT6J2S","https://www.amazon.co.uk/Blue-Spot-19852-Assorted-Sandpaper/dp/B004MT6J2S/ref=sr_1_558?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-558"
"","","13","Beaumont Plastic TM Pub Bar Stand-Up/Wall Mounted Bottle Opener and Catcher Black 30cm x 15.2cm x 8.6cm","Beaumont","7.20","1883","55","13558","11/12/2012","3.92","1636","4.6","3.28","1092","Home & Kitchen","B00A65I2K4","https://www.amazon.co.uk/Beaumont-Stand-Up-Mounted-Catcher-Plastic/dp/B00A65I2K4/ref=sr_1_559?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-559"
"","","14","Genuine Franke 07 Water Filter Cartridge. Franke Minerva 3 in 1 Kettle Tap Filter Cartridge","FRANKE","43.96","265","10","11649","10/16/2013","35.05","352","4.7","8.91","13046","Home & Kitchen","B00FXSFPKE","https://www.amazon.co.uk/Genuine-Franke-cartridge-Minerva-Cartridge/dp/B00FXSFPKE/ref=sr_1_560?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-560"
"","","15","JVL Folding Sock Dryer Complete with 20-Piece Clothes Pegs","JVL","5.10","425","18","2168","07/09/2007","2.11","1360","3.7","2.99","5729","Home & Kitchen","B005NG8ITG","https://www.amazon.co.uk/JVL-Folding-Complete-20-Piece-Clothes/dp/B005NG8ITG/ref=sr_1_561?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-561"
"","","16","Washing Machine Cleaner Wash Warrior Washing Machine Tablets Effervescent Tablet Washer Cleaner Professional Strength Stain and Odor Eliminator for Home & Kitchen (24 Pcs / 2 Packs).","xiaom","19.99","1148","40","22949","11/16/2020","14.75","186","3.9","5.24","1357","Grocery","B08NJ7F2ZP","https://www.amazon.co.uk/Washing-Effervescent-Professional-Strength-Eliminator/dp/B08NJ7F2ZP/ref=sr_1_562?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-562"
"","","17","Premium Reusable Union Jack Bunting - Garden Party Decorations - Festival Party Decorations - Garden Bunting - Outdoor Party Decorations - Waterproof Bunting - Euro 2021 decor (46 Ft 42 Large Flags)","Itsy Bitsy Party Co","9.99","573","85","5724","12/15/2020","6.28","2","5","3.71","217","Toys & Games","B08QMG7RWW","https://www.amazon.co.uk/Itsy-Bitsy-Party-Co-Premium/dp/B08QMG7RWW/ref=sr_1_563?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-563"
"","","18","IKMA Muslin Cloths for Cooking |3pcs of Fabric 50x50 cm Size| Best for Straining Liquids from Food and Jelly","IKMA","5.13","1527","30","7834","02/07/2021","3.3","96","4.5","1.83","2791","Home & Kitchen","B08W4M1W3C","https://www.amazon.co.uk/IKMA-Muslin-Cooking-Straining-Liquids/dp/B08W4M1W3C/ref=sr_1_564?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-564"
"","","19","Mug Warmer Coffee Mug Warmer USB Mug USB Cup Warmer Tea Milk Beverage Brown Wooden Grain Desk Mug Warmer Electric with Twining Tea Bag","DBA","9.99","204","7","2038","04/11/2021","","14","4.1","","19383","Home & Kitchen","B0926V4RSM","https://www.amazon.co.uk/Warmer-Coffee-Beverage-Electric-Twining/dp/B0926V4RSM/ref=sr_1_568?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-568"
"","","20","Pritt Glue Stick Safe & Child-Friendly Craft Glue for Arts & Crafts Activities Strong-Hold adhesive for School & Office Supplies 5x11g Pritt Stick","Pritt","3.49","3407","283","11890","06/17/2011","1.91","4975","4.7","1.58","45","Home & Kitchen","B0056EJITY","https://www.amazon.co.uk/Pritt-Child-Friendly-Activities-Strong-Hold-adhesive/dp/B0056EJITY/ref=sr_1_569?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-569"
"","","21","Exclusive Online RING PULL SMOKE GRENADES Pack of 4 Colors - 2 Red and 2 White","Exclusive Online","34.95","600","20","20970","04/09/2020","","0","","","2484","Toys & Games","B098BGL29M","https://www.amazon.co.uk/Exclusive-Online-SMOKE-GRENADES-Colors/dp/B098BGL29M/ref=sr_1_570?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-570"
"","","22","Vileda Ultramax 1-2 Spray Replacement Microfibre Pads Pack of 2","Vileda","12.65","2748","90","34762","02/04/2015","8.5","5039","4.7","4.15","407","Grocery","B01CSRCY4M","https://www.amazon.co.uk/Vileda-UltraMax-Spray-Replacement-Microfibre/dp/B01CSRCY4M/ref=sr_1_571?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-571"
"","","23","Geepas 500W 2 in 1 Food Jug Blender with 1.5L Glass Jar | Stainless Steel Blades 2 Speed Control with Pulse | Smoothie Blender with Coffee/Spice Grinder Mill Included | 2 Year Warranty","Geepas","27.59","198","17","5463","02/05/2021","21.19","78","4.1","6.4","6416","Home & Kitchen","B08VZDL1JG","https://www.amazon.co.uk/Geepas-Stainless-Smoothie-Included-Warranty/dp/B08VZDL1JG/ref=sr_1_572?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-572"
"","","24","Quick Dry Varnish - Gloss Clear - 250ml","RUSTINS","6.46","851","42","5497","07/08/2007","3.49","716","4.5","2.97","824","DIY & Tools","B003UGORH8","https://www.amazon.co.uk/Quick-Dry-Varnish-Gloss-Clear/dp/B003UGORH8/ref=sr_1_573?dchild=1&keywords=-kvnjdsnfkjew&qid=1625858777&s=kitchen&sr=1-573"
