"Export date: 7/10/2021, 12:06:02 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Reviews","Rating","Fees","Rank","Category","ASIN","Link"
"","","11","4 x Chatsworth Citronella Glass Candle Fragranced for Outdoor garden patio bbq camping","Unknown","6.75","1890","60","12758","07/19/2018","","682","4.3","","928","Home & Kitchen","B07FPLZ77M","https://www.amazon.co.uk/Chatsworth-Citronella-Fragranced-Outdoor-camping/dp/B07FPLZ77M/ref=sr_1_315?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-315"
"","","12","Furniture Clinic 3 Pack Of Lint Free Cleaning Cloths - 3 Cleaning Cloths For Cleaning Oiling Wooden Furniture Applying Wood Waxes & More","Furniture Clinic","3.95","3287","88","12984","01/15/2019","2.3","1344","4.4","1.65","476","Home & Kitchen","B07MTMQSDC","https://www.amazon.co.uk/Pack-Lint-Free-Cleaning-Cloths/dp/B07MTMQSDC/ref=sr_1_316?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-316"
"","","13","Entopest 5 x Common Clothes Moth Traps & 10 Pheromone Pad Kit","Entopest","15.79","4281","151","67597","06/15/2014","11.19","3088","4.3","4.6","98","Garden & Outdoors","B00KVGC5F6","https://www.amazon.co.uk/Entopest-Professional-Common-Clothes-Pheromone/dp/B00KVGC5F6/ref=sr_1_93?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-93"
"","","14","LIUMY Extendable Feather Duster Bendable Microfiber Duster with Super-Long Adjust Pole up to 100'' & Soft Silicone Cap Hand Duster for Cleaning Dust Cobweb on High Ceiling Fans/Lights/Blinds/Cars","LIUMY","8.99","3920","136","35241","10/04/2019","5.43","7736","4.5","3.56","188","Grocery","B07Y1VL9RH","https://www.amazon.co.uk/LIUMY-Extendable-Microfiber-Bendable-Super-Long/dp/B07Y1VL9RH/ref=sr_1_94?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-94"
"","","15","Led Strip Lights COOLAPA 20M (65.6 FT) RGB Strips Lighting with Remote & Box for Bedroom Home Kitchen Decoration Bluetooth APP Control Light Strip with Bright 5050 LEDs 2pc x 10m","COOLAPA","19.99","2936","112","58691","09/02/2020","14.75","1325","4.5","5.24","52","Lighting","B08H9YGXJJ","https://www.amazon.co.uk/COOLAPA-Lighting-Bedroom-Decoration-Bluetooth/dp/B08H9YGXJJ/ref=sr_1_95?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-95"
"","","16","KIZZEN Memory Foam Pillow. Cervical Pillow For Neck Pain. Anti Snoring Medium Firm Orthopedic Pillow With Washable Cover. 54x37 cm 8/10 cm height.","KIZZEN","23.79","463","31","11015","01/13/2021","17.97","246","4.4","5.82","2676","Home & Kitchen","B08SW5GB18","https://www.amazon.co.uk/KIZZEN-Pillow-Cervical-Orthopedic-Washable/dp/B08SW5GB18/ref=sr_1_320?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-320"
"","","17","Spear and Jackson 6758GS Razorsharp Geared Anvil Secateurs","Spear & Jackson","8.09","6239","391","50474","05/28/2012","4.64","4622","4.6","3.45","9","Garden & Outdoors","B0087OTLAG","https://www.amazon.co.uk/Spear-Jackson-6758GS-Razorsharp-Secateurs/dp/B0087OTLAG/ref=sr_1_96?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857027&s=kitchen&sr=1-96"
"","","18","TECKWRAP Rose Gold Chrome Adhesive Craft Vinyl Roll 1ftx5ft","TECKWRAP","10.90","615","26","6704","04/02/2021","7.02","4795","4.7","3.88","3535","Home & Kitchen","B091L5MTQ6","https://www.amazon.co.uk/TECKWRAP-Chrome-Adhesive-Craft-1ftx5ft/dp/B091L5MTQ6/ref=sr_1_322?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-322"
"","","19","Birthday Party Cone Hats Pom Poms11PCS Lovely Cake Cone Birthday Paper HatsLovely CrownFor Children and Adults ( 9 hats and 2 crowns)","Zuou","3.99","201","7","802","01/25/2021","2.33","5","4","1.66","9134","Toys & Games","B08TW9H3CY","https://www.amazon.co.uk/Birthday-Lovely-Children-Adults-crowns/dp/B08TW9H3CY/ref=sr_1_326?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-326"
"","","20","Exclusive Online Ring Pull Smoke Grenades/ Flares Pack of 3 Colors for Paintball Weddings Photoshoots Football Celebrations & Special Effects - Red White and Blue","Exclusive Online","29.85","870","29","25970","04/09/2020","","0","","","1431","Toys & Games","B098LJZX73","https://www.amazon.co.uk/Exclusive-Online-Paintball-Photoshoots-Celebrations/dp/B098LJZX73/ref=sr_1_327?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-327"
"","","21","Lithofin EAS1 - Easy Care 1 Litre","Lithofin","12.50","629","14","7863","03/11/2021","8.41","284","4.6","4.09","4484","Grocery","B00ECTUK78","https://www.amazon.co.uk/Lithofin-EAS1-Easy-Care-Litre/dp/B00ECTUK78/ref=sr_1_328?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-328"
"","","22","Unique Party 56032 - 9' Latex Assorted Happy Birthday Balloons Pack of 10","Unique Party","1.50","237","18","356","06/18/2018","0.2","704","4.6","1.3","2731","Toys & Games","B07DTJLRJ8","https://www.amazon.co.uk/Unique-Party-56032-Assorted-Birthday/dp/B07DTJLRJ8/ref=sr_1_329?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-329"
"","","23","Phox Clean Refill Pack for Phox V2- 3 Month Supply (Clean)","Phox","14.00","359","10","5026","02/11/2020","10.81","197","4.8","3.19","12675","Home & Kitchen","B084PC1F53","https://www.amazon.co.uk/Phox-Clean-Refill-Month-Supply/dp/B084PC1F53/ref=sr_1_330?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-330"
"","","24","Vacuum Suction Cup Hooks 2 Pack Stainless Steel Sucker Towel Coat Hooks for Wall Window Shower Bathroom or Kitchen Multipurpose Reusable Hook","Reaeonat","8.99","138","2","1241","04/07/2021","5.71","1","5","3.28","34022","DIY & Tools","B091YGRYHV","https://www.amazon.co.uk/Suction-Stainless-Bathroom-Multipurpose-Reusable/dp/B091YGRYHV/ref=sr_1_331?dchild=1&keywords=-kvnjdsnfkjew&qid=1625857526&s=kitchen&sr=1-331"
